Time,Propellant mass (kg),Chamber pressure (Pa),Throat diameter (m),Nozzle inlet gamma,Nozzle efficiency,Exit static pressure (Pa),Area ratio,Vapour Density (kg/m^3),Vapour Mass (kg),Liquid Density (kg/m^3),Liquid Mass (kg),Solid Fuel Mass (kg),Solid Fuel Density (kg/m^3),Solid Fuel Outer Diameter (m),Solid Fuel Length (m),Thrust (N)
3.235999999999865,3.8023368204979855,3021178.3099253713,0.026000000000000002,1.2698,0.97,114951.15808867935,4,95.29185655435982,0.6682912270436038,887.3205898278998,0.9644296072212092,2.1696159862331728,1208,0.075,0.67,2263.33116220327
3.237999999999865,3.8002247019852238,3021178.3099253713,0.026000000000000002,1.2698,0.97,114951.15808867935,4,95.24369291388207,0.6685061896312545,887.4116695618999,0.9624279594733098,2.1692905528806596,1208,0.075,0.67,2263.33116220327
3.2399999999998648,3.798115776896055,3021178.3099253713,0.026000000000000002,1.2698,0.97,114951.15808867935,4,95.24369291388207,0.6683540219897128,887.4116695618999,0.9607963687047145,2.1689653862016276,1208,0.075,0.67,2263.33116220327
3.2419999999998645,3.796006364765619,3021178.3099253713,0.026000000000000002,1.2698,0.97,114951.15808867935,4,95.19555540154641,0.6685685399409254,887.5027258380649,0.9587976459818497,2.168640178842844,1208,0.075,0.67,2263.33116220327
3.2439999999998643,3.7939002394689987,3021178.3099253713,0.026000000000000002,1.2698,0.97,114951.15808867935,4,95.19555540154641,0.6684158672430373,887.5027258380649,0.9571691260902276,2.168315246135734,1208,0.075,0.67,2263.33116220327
3.245999999999864,3.7917936126564684,3021178.3099253713,0.026000000000000002,1.2698,0.97,114951.15808867935,4,95.14744399611554,0.6686299324137085,887.5937586760424,0.955173408730564,2.167990271512196,1208,0.075,0.67,2263.33116220327
3.247999999999864,3.789690282550408,3021178.3099253713,0.026000000000000002,1.2698,0.97,114951.15808867935,4,95.14744399611554,0.6684767563875716,887.5937586760424,0.9535479536163541,2.1676655725464826,1208,0.075,0.67,2263.33116220327
3.2499999999998637,3.78758644920297,3021178.3099253713,0.026000000000000002,1.2698,0.97,114951.15808867935,4,95.09935867638447,0.6686903684407891,887.6847680954601,0.9515552492698082,2.167340831492373,1208,0.075,0.67,2263.33116220327
3.2519999999998634,3.7854859205347853,3021178.3099253713,0.026000000000000002,1.2698,0.97,114951.15808867935,4,95.09935867638447,0.6685366896185968,887.6847680954601,0.9499328639709989,2.1670163669451896,1208,0.075,0.67,2263.33116220327
3.2539999999998632,3.783384887188288,3021178.3099253713,0.026000000000000002,1.2698,0.97,114951.15808867935,4,95.05129942117192,0.6687498483959162,887.7757541159124,0.947943178630889,2.1666918601614826,1208,0.075,0.67,2263.33116220327
3.255999999999863,3.7812871664933305,3021178.3099253713,0.026000000000000002,1.2698,0.97,114951.15808867935,4,95.05129942117192,0.6685956672783996,887.7757541159124,0.9463238684794962,2.1663676307354347,1208,0.075,0.67,2263.33116220327
3.257999999999863,3.7791889396816036,3021178.3099253713,0.026000000000000002,1.2698,0.97,114951.15808867935,4,95.00326620933073,0.6688083726225138,887.8667167569691,0.9443372081347616,2.166043358924328,1208,0.075,0.67,2263.33116220327
3.2599999999998626,3.777094033537814,3021178.3099253713,0.026000000000000002,1.2698,0.97,114951.15808867935,4,95.00326620933073,0.6686536897060846,887.8667167569691,0.9427209785047381,2.165719365326991,1208,0.075,0.67,2263.33116220327
3.2619999999998623,3.7749986198304444,3021178.3099253713,0.026000000000000002,1.2698,0.97,114951.15808867935,4,94.95525901973707,0.6688659414566756,887.9576560381736,0.9407373491786912,2.1653953291950776,1208,0.075,0.67,2263.33116220327
3.263999999999862,3.7728979866524446,3005801.4631349384,0.026000000000000002,1.2698,0.97,114366.09287074585,4,94.95525901973707,0.6687116950473118,887.9576560381736,0.9391154356812719,2.1650708559238607,1208,0.075,0.67,2250.7491487766492
3.265999999999862,3.7707732156796503,3005801.4631349384,0.026000000000000002,1.2698,0.97,114366.09287074585,4,94.95525901973707,0.6689270240762385,887.9576560381736,0.9371018235677714,2.1647443680356404,1208,0.075,0.67,2250.7491487766492
3.2679999999998617,3.7686520913920507,3005801.4631349384,0.026000000000000002,1.2698,0.97,114366.09287074585,4,94.90727783129753,0.6691419528037401,888.04857197904,0.9350919548037047,2.164418183784606,1208,0.075,0.67,2250.7491487766492
3.2699999999998615,3.766533576507439,3005801.4631349384,0.026000000000000002,1.2698,0.97,114366.09287074585,4,94.90727783129753,0.668989326667644,888.04857197904,0.9334520328769645,2.1640922169628305,1208,0.075,0.67,2250.7491487766492
