	0.00,2541.38
	0.24,2851.21
	0.48,2826.46
	0.72,2776.64
	0.96,2726.88
	1.20,2675.99
	1.44,2638.74
	1.67,2589.12
	1.91,2539.33
	2.15,2488.41
	2.39,2438.72
	2.63,2388.66
	2.87,2338.80
	3.11,2287.95
	3.35,2238.31
	3.59,2187.56
	3.83,2122.92
	4.06,2071.32
	4.30,2009.26
	4.54,1154.29
	4.78,877.03
	5.02,663.48
	5.26,503.72
	5.50,394.45
	5.74,296.17
	5.98,222.68
	6.22,173.95
	6.45,125.10
	6.69,88.50
	6.93,51.78
	7.17,27.54
	7.41,0.0
